Group Id,Question Group,Answer Group
23,"house keeping.may i come in ? come in please . good evening , sir . i come to make the bed . shall i do it now or later ? well , since you have come , do it now please ? that's all . experience a decent arrest here .
house keeping.may i come in ? come in please . good evening , sir . i come to make the bed . shall i do it now or later ? well , since you have come , do it now please ? that's all . have a nice stay here .
house keeping.may i come in ? come in please . good evening , sir . i come to make the bed . shall i do it now or later ? well , since you have come , do it now please ? that's all . experience a nice stay here .
house keeping.may i come in ? come in please . good evening , sir . i come to make the bed . shall i do it now or later ? well , since you have come , do it now please ? that's all . have a nice arrest here .
house keeping.may i come in ? come in please . good evening , sir . i come to make the bed . shall i do it now or later ? well , since you have come , do it now please ? that's all . have a decent stay here .","And ...
Thank you . I can't afford it .
Really ? I can't believe it .
Thank you , Ted .
Thank you . I hope you can make it ."
24,"tom , is jenny crying ? can you take he away from me ? i ’ m just coming for that . she kept bothering me . she ’ s your sister . what she asked was merely duck soup for you . why can ’ t you be full to her ?
tom , is jenny crying ? can you take he away from me ? i ’ m just coming for that . she kept bothering me . she ’ s your sister . what she ask be only duck soup for you . why can ’ t you exist good to her ?
tom , is jenny crying ? can you take he away from me ? i ’ m just coming for that . she kept bothering me . she ’ s your sister . what she asked was only duck soup for you . why can ’ t you be good to her ?
tom , is jenny crying ? can you take he away from me ? i ’ m just coming for that . she kept bothering me . she ’ s your baby . what she asked was only duck soup for you . why can ’ t you be good to her ?
tom , is jenny crying ? can you take he away from me ? i ’ m just coming for that . she kept bothering me . she ’ s your baby . what she ask be merely duck soup for you . why can ’ t you exist full to her ?","I feel very sad .
Did you get ripped off ?
I feel very nervous .
I feel very nervous .
She has been there for a few months now ."
25,"amelia , could you spare a few minutes ? sure . what do you need ? well , i wanted to let you know that i've put in my notice . really ? why ? it's complicated . but basically it boils down to one thing . this company is downsizing and i can't continue working for a company that may let me go . but surely they won't fire you ! you're one of the most experienced managers here ! well , to be honest , there's another reason . i've got a better offer . well that's great news ! congratulations ! where will you be located ? the head office is in new york , but i'll be dealing with overseas companies and flying to this side of the world from time to time . it'll be sad to see you go , but it sounds like you're found yourself a great opportunity . i have . i feel lucky . i look forward to dealing with overseas companies and at the same time having a chance to use english more . i'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ? of path i can . in fact , if there be early occupation opportunity at this fresh caller , i'll recommend you personally .
amelia , could you spare a few minutes ? sure . what do you need ? well , i wanted to let you know that i've put in my notice . really ? why ? it's complicated . but basically it boils down to one thing . this company is downsizing and i can't continue working for a company that may let me go . but surely they won't fire you ! you're one of the most experienced managers here ! well , to be honest , there's another reason . i've got a better offer . well that's great news ! congratulations ! where will you be located ? the head office is in new york , but i'll be dealing with overseas companies and flying to this side of the world from time to time . it'll be sad to see you go , but it sounds like you're found yourself a great opportunity . i have . i feel lucky . i look forward to dealing with overseas companies and at the same time having a chance to use english more . i'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ? of course i can . in fact , if there are early job opportunities at this fresh company , i'll recommend you personally .
amelia , could you spare a few minutes ? sure . what do you need ? well , i wanted to let you know that i've put in my notice . really ? why ? it's complicated . but basically it boils down to one thing . this company is downsizing and i can't continue working for a company that may let me go . but surely they won't fire you ! you're one of the most experienced managers here ! well , to be honest , there's another reason . i've got a better offer . well that's great news ! congratulations ! where will you be located ? the head office is in new york , but i'll be dealing with overseas companies and flying to this side of the world from time to time . it'll be sad to see you go , but it sounds like you're found yourself a great opportunity . i have . i feel lucky . i look forward to dealing with overseas companies and at the same time having a chance to use english more . i'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ? of path i can . in fact , if there are other occupation opportunity at this new caller , i'll recommend you personally .
amelia , could you spare a few minutes ? sure . what do you need ? well , i wanted to let you know that i've put in my notice . really ? why ? it's complicated . but basically it boils down to one thing . this company is downsizing and i can't continue working for a company that may let me go . but surely they won't fire you ! you're one of the most experienced managers here ! well , to be honest , there's another reason . i've got a better offer . well that's great news ! congratulations ! where will you be located ? the head office is in new york , but i'll be dealing with overseas companies and flying to this side of the world from time to time . it'll be sad to see you go , but it sounds like you're found yourself a great opportunity . i have . i feel lucky . i look forward to dealing with overseas companies and at the same time having a chance to use english more . i'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ? of course i can . in fact , if there are other job opportunities at this new company , i'll recommend you personally .
amelia , could you spare a few minutes ? sure . what do you need ? well , i wanted to let you know that i've put in my notice . really ? why ? it's complicated . but basically it boils down to one thing . this company is downsizing and i can't continue working for a company that may let me go . but surely they won't fire you ! you're one of the most experienced managers here ! well , to be honest , there's another reason . i've got a better offer . well that's great news ! congratulations ! where will you be located ? the head office is in new york , but i'll be dealing with overseas companies and flying to this side of the world from time to time . it'll be sad to see you go , but it sounds like you're found yourself a great opportunity . i have . i feel lucky . i look forward to dealing with overseas companies and at the same time having a chance to use english more . i'm sorry to bring this up , but would it be possible for you to write me a letter of recommendation before you go ? of course i can . in fact , if there be other job opportunities at this new company , i'll recommend you personally .","All right , how about the other guests ?
What kind of Italian food do you want ?
As nice of you to say so .
What is the departure date ?
What is the departure date today ?"
26,"the james ’ s file , christine ? i had it right here a minute ago , mr . emory . umm . just a minute ... christine , i acknowledge you ’ re fresh here and there ’ s a batch to memorize , but you be travel to experience to memorize to continue your employment in better ordering . we can ’ t afford to misplace an significant text_file .
the james ’ s file , christine ? i had it right here a minute ago , mr . emory . umm . just a minute ... christine , i know you ’ re new here and there ’ s a lot to learn , but you are going to have to learn to keep your work in better order . we can ’ t afford to lose an important document .
the james ’ s file , christine ? i had it right here a minute ago , mr . emory . umm . just a minute ... christine , i know you ’ re fresh here and there ’ s a lot to learn , but you are going to have to learn to keep your work in better order . we can ’ t afford to lose an significant document .
the james ’ s file , christine ? i had it right here a minute ago , mr . emory . umm . just a minute ... christine , i acknowledge you ’ re new here and there ’ s a lot to memorize , but you be travel to experience to memorize to continue your work in better order . we can ’ t afford to misplace an important document .
the james ’ s file , christine ? i had it right here a minute ago , mr . emory . umm . just a minute ... christine , i know you ’ re new here and there ’ s a batch to learn , but you are going to have to learn to keep your employment in better ordering . we can ’ t afford to lose an important text_file .","What ’ s the rate ?
I ’ m not sure I can ’ t accept it . I ’ m sure I can ’ t accept it .
I ’ m very sorry to hear that we ’ Ve been waiting for the first time . I ’ m really sorry .
I know that I ’ m not in the mood these days . It ’ s important to me .
Well , we still have to go to the city and enjoy these things , you know ."
27,"thanks for inviting me to work out with you , joan . don't mention it , let's go in . yeah , this place looks great . wow , look at her , she can certainly get down , can't she ? she sure can . are you jealous , leslie ? a little , i wish i could do that . you can ! with a little practice . look at him , he's buff . i think he's hot too . how do they all get in such tiptop shape ? exercised over and over . exercise is a key . that's it . i decide to change_state over a new leaf . i'm travel to exert every single day .
thanks for inviting me to work out with you , joan . don't mention it , let's go in . yeah , this place looks great . wow , look at her , she can certainly get down , can't she ? she sure can . are you jealous , leslie ? a little , i wish i could do that . you can ! with a little practice . look at him , he's buff . i think he's hot too . how do they all get in such tiptop shape ? exercised over and over . exercise is a key . that's it . i decided to turn over a new leaf . i'm going to exercise every single sidereal_day .
thanks for inviting me to work out with you , joan . don't mention it , let's go in . yeah , this place looks great . wow , look at her , she can certainly get down , can't she ? she sure can . are you jealous , leslie ? a little , i wish i could do that . you can ! with a little practice . look at him , he's buff . i think he's hot too . how do they all get in such tiptop shape ? exercised over and over . exercise is a key . that's it . i decide to change_state over a fresh leaf . i'm travel to exert every individual sidereal_day .
thanks for inviting me to work out with you , joan . don't mention it , let's go in . yeah , this place looks great . wow , look at her , she can certainly get down , can't she ? she sure can . are you jealous , leslie ? a little , i wish i could do that . you can ! with a little practice . look at him , he's buff . i think he's hot too . how do they all get in such tiptop shape ? exercised over and over . exercise is a key . that's it . i decided to turn over a fresh leaf . i'm going to exercise every individual day .
thanks for inviting me to work out with you , joan . don't mention it , let's go in . yeah , this place looks great . wow , look at her , she can certainly get down , can't she ? she sure can . are you jealous , leslie ? a little , i wish i could do that . you can ! with a little practice . look at him , he's buff . i think he's hot too . how do they all get in such tiptop shape ? exercised over and over . exercise is a key . that's it . i decided to turn over a new leaf . i'm going to exercise every single day .","Oh , I see . Thank you . Let's go to a meeting .
Oh , I can't agree with you .
Well , they don't look quite ripe yet .
Oh , I don't think so . Let's try some after-dinner wines .
Oh , I can't agree with you ."
28,"professor li , do you know where to buy art supplies ? for what ? are you taking up painting ? no . i can't paint . i'm asking for my niece . she is really into it . oh , good . how old is your niece ? she is eight . actually , i'm buying a good set of art supplies for her as a birthday gift .
professor li , do you know where to buy art supplies ? for what ? are you taking up painting ? no . i can't paint . i'm asking for my niece . she is really into it . oh , good . how old is your niece ? she be eight . actually , i'm buying a good set of art supplies for her as a birthday gift .
professor li , do you know where to buy art supplies ? for what ? are you taking up painting ? no . i can't paint . i'm asking for my niece . she is really into it . oh , good . how old is your niece ? she be eight . actually , i'm buying a full stage_set of artwork supply for her as a birthday endowment .
professor li , do you know where to buy art supplies ? for what ? are you taking up painting ? no . i can't paint . i'm asking for my niece . she is really into it . oh , good . how old is your niece ? she is eight . actually , i'm buying a full set of art supplies for her as a birthday gift .
professor li , do you know where to buy art supplies ? for what ? are you taking up painting ? no . i can't paint . i'm asking for my niece . she is really into it . oh , good . how old is your niece ? she is eight . actually , i'm buying a good stage_set of artwork supply for her as a birthday endowment .","But he's not really used to it .
But he's just waiting for the bottom of the girl .
Is that right ?
But you should pay a dead horse .
That's right . But you'd better take a bus ."
29,"how do you get road news ? i've a driver mate in my car ! so you have all the news_program on broadcast ?
how do you get road news ? i've a driver mate in my car ! so you have all the news on broadcast ?
how do you get road news ? i've a driver mate in my car ! so you experience all the news on broadcast ?
how do you get road news ? i've a driver mate in my car ! thus you have all the news on broadcast ?
how do you get road news ? i've a driver mate in my car ! thus you experience all the news_program on broadcast ?","I missed a really good job .
I never trust him .
I guess not really .
I don't know . What's wrong with you ?
I love all those of them ."
30,"hello , is that xiaogang li who applied for the solar studio of our college ? yes , speaking . i desire to acknowledge whether you will arrive to the consultation . thus experience you accept offer from early company ?
hello , is that xiaogang li who applied for the solar studio of our college ? yes , speaking . i want to know whether you will come to the interview . thus have you accepted offers from early companies ?
hello , is that xiaogang li who applied for the solar studio of our college ? yes , speaking . i want to know whether you will come to the consultation . so have you accepted offer from other company ?
hello , is that xiaogang li who applied for the solar studio of our college ? yes , speaking . i want to know whether you will come to the interview . so have you accepted offers from other companies ?
hello , is that xiaogang li who applied for the solar studio of our college ? yes , speaking . i desire to acknowledge whether you will arrive to the interview . so experience you accept offers from other companies ?","Yes , sir .
yes , that's right .
not really .
I'm not sure . What about you ?
Yes , that's right ."
32,"here is the fish counter . look at the lobsters and crabs . shall we have some ? i'm allergic to these things , you know . sorry , i forgot . i don ’ t like seafood , neither . let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . let's get frozen juice . it is really good . we ’ ve got enough food . let ’ s go over to the check-out base .
here is the fish counter . look at the lobsters and crabs . shall we have some ? i'm allergic to these things , you know . sorry , i forgot . i don ’ t like seafood , neither . let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . let's get frigid juice . it is truly full . we ’ ve got enough food . let ’ s go over to the check-out stand .
here is the fish counter . look at the lobsters and crabs . shall we have some ? i'm allergic to these things , you know . sorry , i forgot . i don ’ t like seafood , neither . let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . let's become frozen juice . it be really good . we ’ ve get enough food . permit ’ s travel over to the check-out stand .
here is the fish counter . look at the lobsters and crabs . shall we have some ? i'm allergic to these things , you know . sorry , i forgot . i don ’ t like seafood , neither . let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . let's get frozen juice . it is really good . we ’ ve got enough food . let ’ s go over to the check-out stand .
here is the fish counter . look at the lobsters and crabs . shall we have some ? i'm allergic to these things , you know . sorry , i forgot . i don ’ t like seafood , neither . let ’ s go over there and get some milk , a couple dozen eggs and some orange juice . let's become frigid juice . it be truly full . we ’ ve get enough food . permit ’ s travel over to the check-out base .","All right . What can I do ?
Ok , we ’ ll start with the environment .
We bet you can make it .
Ok , we know .
Where shall we go ?"
35,"how come it is slow as a snail today ? you mean the network connection ? yes , i wanted to look for some data on the caller page just now . it took me almost one moment to open it . then there is no reaction to any chink .
how come it is slow as a snail today ? you mean the network connection ? yes , i wanted to look for some information on the company page merely nowadays . it took me about one minute to open it . then there is no response to any click .
how come it is slow as a snail today ? you mean the network connection ? yes , i desire to search for some information on the company page just now . it take me almost one minute to unfold it . then there be no response to any click .
how come it is slow as a snail today ? you mean the network connection ? yes , i wanted to look for some information on the company page just now . it took me almost one minute to open it . then there is no response to any click .
how come it is slow as a snail today ? you mean the network connection ? yes , i desire to search for some data on the caller page merely nowadays . it take me about one moment to unfold it . then there be no reaction to any chink .","I think it should be coming up .
Do you think so ?
Do you think so ?
Do you think so ?
I think it must be a good choice ."
36,"what's wrong with you , young man ? doctor , i have a bad cough and a headache . do you have a fever ? i don't know , but i feel terrible . let me examine you . don't worry . it's nothing serious . do you think i should lie in bed ? yes , stay in bed and drink a lot of water . your fever will be gone in a day or two . ok . do you think i can play football tomorrow ? of path not . you necessitate a full remainder .
what's wrong with you , young man ? doctor , i have a bad cough and a headache . do you have a fever ? i don't know , but i feel terrible . let me examine you . don't worry . it's nothing serious . do you think i should lie in bed ? yes , stay in bed and drink a lot of water . your fever will be gone in a day or two . ok . do you think i can play football tomorrow ? of course not . you necessitate a good rest .
what's wrong with you , young man ? doctor , i have a bad cough and a headache . do you have a fever ? i don't know , but i feel terrible . let me examine you . don't worry . it's nothing serious . do you think i should lie in bed ? yes , stay in bed and drink a lot of water . your fever will be gone in a day or two . ok . do you think i can play football tomorrow ? of course not . you need a good rest .
what's wrong with you , young man ? doctor , i have a bad cough and a headache . do you have a fever ? i don't know , but i feel terrible . let me examine you . don't worry . it's nothing serious . do you think i should lie in bed ? yes , stay in bed and drink a lot of water . your fever will be gone in a day or two . ok . do you think i can play football tomorrow ? of path not . you need a good remainder .
what's wrong with you , young man ? doctor , i have a bad cough and a headache . do you have a fever ? i don't know , but i feel terrible . let me examine you . don't worry . it's nothing serious . do you think i should lie in bed ? yes , stay in bed and drink a lot of water . your fever will be gone in a day or two . ok . do you think i can play football tomorrow ? of course not . you need a full rest .","do I know anything about it ?
I'm so glad you like it .
I'm very busy .
I'm not really interested in it .
Have you got the recruitment information on the company ?"
37,"i want something sweet after dinner . what do you have in mind ? a dessert sounds nice . what kind are you thinking of getting ? i want to get some pie . what kind of pie do you want ? i have no idea . do you want to know what kind of pie i like ? sure , what kind do you like ? i love apple pie . oh , i sleep_together apple proto-indo_european excessively .
i want something sweet after dinner . what do you have in mind ? a dessert sounds nice . what kind are you thinking of getting ? i want to get some pie . what kind of pie do you want ? i have no idea . do you want to know what kind of pie i like ? sure , what kind do you like ? i love apple pie . oh , i love apple pie excessively .
i want something sweet after dinner . what do you have in mind ? a dessert sounds nice . what kind are you thinking of getting ? i want to get some pie . what kind of pie do you want ? i have no idea . do you want to know what kind of pie i like ? sure , what kind do you like ? i love apple pie . oh , i love apple proto-indo_european too .
i want something sweet after dinner . what do you have in mind ? a dessert sounds nice . what kind are you thinking of getting ? i want to get some pie . what kind of pie do you want ? i have no idea . do you want to know what kind of pie i like ? sure , what kind do you like ? i love apple pie . oh , i sleep_together apple pie too .
i want something sweet after dinner . what do you have in mind ? a dessert sounds nice . what kind are you thinking of getting ? i want to get some pie . what kind of pie do you want ? i have no idea . do you want to know what kind of pie i like ? sure , what kind do you like ? i love apple pie . oh , i love apple pie too .","OK . You are very kind .
let's go with you .
Are you still ?
OK , which restaurant do you listen to ?
I don't think you're right . Let's go ."
39,"can i help you ? yes , i would like to buy a walkman . can you tell me about the models you have ? well , we have a lot of models here.did you want to listen to cd's or cassettes or the radio ? mostly cassette tapes . alright . there are several models you may want to look at.this kreng portable cassette player is very good . kreng ? i've never heard of that company . it's a german company.this unit has auto-reverse , recording capability , and an am / fm radio band.it also has a built-in microphone . i suppose i don't want that one then . i don't like auto-reverse . it breaks too easily . really ? have you had an auto-reverse break before ? yes , twice now . i think it's too high-tech , and so it's the first part that breaks . hmm . you know , the problem might be dust . did you clean the unit often ? well . no , i didn't clean it.but still , i only had the last one two months , and it broke . i don't trust auto-reverse . alright . well . we have many units without auto-reverse.here is a good unit . very reliable.it has an am / fm band , built-in microphone , recording capability , and no auto-reverse . how much is it ? this one sells for $ 39.99 . can i test it out ? of course . it sounds great . i'll take it . fine . i remember you'll exist felicitous with it . it's a very full unit_of_measurement . very dependable . i'll travel become you a fresh one in a corner . i will exist back in merely a here_and_now .
can i help you ? yes , i would like to buy a walkman . can you tell me about the models you have ? well , we have a lot of models here.did you want to listen to cd's or cassettes or the radio ? mostly cassette tapes . alright . there are several models you may want to look at.this kreng portable cassette player is very good . kreng ? i've never heard of that company . it's a german company.this unit has auto-reverse , recording capability , and an am / fm radio band.it also has a built-in microphone . i suppose i don't want that one then . i don't like auto-reverse . it breaks too easily . really ? have you had an auto-reverse break before ? yes , twice now . i think it's too high-tech , and so it's the first part that breaks . hmm . you know , the problem might be dust . did you clean the unit often ? well . no , i didn't clean it.but still , i only had the last one two months , and it broke . i don't trust auto-reverse . alright . well . we have many units without auto-reverse.here is a good unit . very reliable.it has an am / fm band , built-in microphone , recording capability , and no auto-reverse . how much is it ? this one sells for $ 39.99 . can i test it out ? of course . it sounds great . i'll take it . fine . i remember you'll exist happy with it . it's a very good unit . very reliable . i'll travel become you a new one in a box . i will exist back in just a moment .
can i help you ? yes , i would like to buy a walkman . can you tell me about the models you have ? well , we have a lot of models here.did you want to listen to cd's or cassettes or the radio ? mostly cassette tapes . alright . there are several models you may want to look at.this kreng portable cassette player is very good . kreng ? i've never heard of that company . it's a german company.this unit has auto-reverse , recording capability , and an am / fm radio band.it also has a built-in microphone . i suppose i don't want that one then . i don't like auto-reverse . it breaks too easily . really ? have you had an auto-reverse break before ? yes , twice now . i think it's too high-tech , and so it's the first part that breaks . hmm . you know , the problem might be dust . did you clean the unit often ? well . no , i didn't clean it.but still , i only had the last one two months , and it broke . i don't trust auto-reverse . alright . well . we have many units without auto-reverse.here is a good unit . very reliable.it has an am / fm band , built-in microphone , recording capability , and no auto-reverse . how much is it ? this one sells for $ 39.99 . can i test it out ? of course . it sounds great . i'll take it . fine . i think you'll be happy with it . it's a very good unit . very reliable . i'll go get you a new one in a box . i will be back in just a moment .
can i help you ? yes , i would like to buy a walkman . can you tell me about the models you have ? well , we have a lot of models here.did you want to listen to cd's or cassettes or the radio ? mostly cassette tapes . alright . there are several models you may want to look at.this kreng portable cassette player is very good . kreng ? i've never heard of that company . it's a german company.this unit has auto-reverse , recording capability , and an am / fm radio band.it also has a built-in microphone . i suppose i don't want that one then . i don't like auto-reverse . it breaks too easily . really ? have you had an auto-reverse break before ? yes , twice now . i think it's too high-tech , and so it's the first part that breaks . hmm . you know , the problem might be dust . did you clean the unit often ? well . no , i didn't clean it.but still , i only had the last one two months , and it broke . i don't trust auto-reverse . alright . well . we have many units without auto-reverse.here is a good unit . very reliable.it has an am / fm band , built-in microphone , recording capability , and no auto-reverse . how much is it ? this one sells for $ 39.99 . can i test it out ? of course . it sounds great . i'll take it . fine . i think you'll be happy with it . it's a very good unit_of_measurement . very reliable . i'll go get you a new one in a corner . i will be back in just a here_and_now .
can i help you ? yes , i would like to buy a walkman . can you tell me about the models you have ? well , we have a lot of models here.did you want to listen to cd's or cassettes or the radio ? mostly cassette tapes . alright . there are several models you may want to look at.this kreng portable cassette player is very good . kreng ? i've never heard of that company . it's a german company.this unit has auto-reverse , recording capability , and an am / fm radio band.it also has a built-in microphone . i suppose i don't want that one then . i don't like auto-reverse . it breaks too easily . really ? have you had an auto-reverse break before ? yes , twice now . i think it's too high-tech , and so it's the first part that breaks . hmm . you know , the problem might be dust . did you clean the unit often ? well . no , i didn't clean it.but still , i only had the last one two months , and it broke . i don't trust auto-reverse . alright . well . we have many units without auto-reverse.here is a good unit . very reliable.it has an am / fm band , built-in microphone , recording capability , and no auto-reverse . how much is it ? this one sells for $ 39.99 . can i test it out ? of course . it sounds great . i'll take it . fine . i think you'll be felicitous with it . it's a very full unit . very dependable . i'll go get you a fresh one in a box . i will be back in merely a moment .","I know that , but what can I do for you ?
Well , what are you thinking of making ?
Sure , what's the matter ?
Well , what can I do for you ?
Great ! Let's get on the ladder ."
40,"please tell me how to file things according to the concerned rules . well , all right . there are four points you should keep in mind when you file documents , information and other things . what are they ? they are keep the documents in chronological order , remove all the chips and pins , punch the documents evenly and place them in the folder . and what is the most important detail ?
please tell me how to file things according to the concerned rules . well , all right . there are four points you should keep in mind when you file documents , information and other things . what are they ? they are keep the documents in chronological order , remove all the chips and pins , punch the documents evenly and place them in the folder . and what is the most significant point ?
please tell me how to file things according to the concerned rules . well , all right . there are four points you should keep in mind when you file documents , information and other things . what are they ? they are keep the documents in chronological order , remove all the chips and pins , punch the documents evenly and place them in the folder . and what be the most important point ?
please tell me how to file things according to the concerned rules . well , all right . there are four points you should keep in mind when you file documents , information and other things . what are they ? they are keep the documents in chronological order , remove all the chips and pins , punch the documents evenly and place them in the folder . and what be the most significant detail ?
please tell me how to file things according to the concerned rules . well , all right . there are four points you should keep in mind when you file documents , information and other things . what are they ? they are keep the documents in chronological order , remove all the chips and pins , punch the documents evenly and place them in the folder . and what is the most important point ?","Yes . The computer is moderate , but they need to be smart .
No , they wouldn't be evenly matched .
Yes , but the computer is pretty high , and the production isn't well at the moment .
Yes . The first thing to be , but their displays are very important .
Let me see , in the feudal society , the Eiffel Tower , the Eiffel Tower , the Eiffel Tower , the Eiffel Tower , the Eiffel Tower , the Eiffel Tower , the Eiffel brothers and the chicken , the others are outstanding ."
41,"yeah , look at all those new buildings going up ! mr . zhang , the traffic is pretty smooth . but we were told the roads from the airport to downtown were quite crowded and traffic jams could be as long as half an hour . yes , they were . but it has already past . the traffic from the airport to downtown has been relieved after the completion of yan'an aerial road . we've never expected that shanghai is such a large metropolis , like as fresh york city . david , would it be a full idea to rent a car here ? i've got an external driver's license with a reasonably full record in the states .
yeah , look at all those new buildings going up ! mr . zhang , the traffic is pretty smooth . but we were told the roads from the airport to downtown were quite crowded and traffic jams could be as long as half an hour . yes , they were . but it has already past . the traffic from the airport to downtown has been relieved after the completion of yan'an aerial road . we've never expect that shanghai be such a big metropolis , same as new york city . david , would it exist a good idea to lease a car here ? i've get an international driver's license with a pretty good record in the states .
yeah , look at all those new buildings going up ! mr . zhang , the traffic is pretty smooth . but we were told the roads from the airport to downtown were quite crowded and traffic jams could be as long as half an hour . yes , they were . but it has already past . the traffic from the airport to downtown has been relieved after the completion of yan'an aerial road . we've never expected that shanghai is such a big metropolis , same as new york city . david , would it be a good idea to rent a car here ? i've got an international driver's license with a pretty good record in the states .
yeah , look at all those new buildings going up ! mr . zhang , the traffic is pretty smooth . but we were told the roads from the airport to downtown were quite crowded and traffic jams could be as long as half an hour . yes , they were . but it has already past . the traffic from the airport to downtown has been relieved after the completion of yan'an aerial road . we've never expected that shanghai is such a big city , same as new york city . david , would it be a good mind to rent a cable_car here ? i've got an international driver's license with a pretty good phonograph_record in the state .
yeah , look at all those new buildings going up ! mr . zhang , the traffic is pretty smooth . but we were told the roads from the airport to downtown were quite crowded and traffic jams could be as long as half an hour . yes , they were . but it has already past . the traffic from the airport to downtown has been relieved after the completion of yan'an aerial road . we've never expect that shanghai be such a large city , like as fresh york city . david , would it exist a full mind to lease a cable_car here ? i've get an external driver's license with a reasonably full phonograph_record in the state .","You did try the receipts out .
Oh , we've got plenty of time to make it .
Oh , we've got a lot of time to do it .
What does the next bus look like ?
You can see the whole city is on the bus . It will be ready in a minute ."
42,"excuse me , waiter , i would like to have some wine before the main course . have you decided what wine you would like ? i have no idea . possibly you can give me some advice .
excuse me , waiter , i would like to have some wine before the main course . have you decided what wine you would like ? i have no mind . maybe you can give me some advice .
excuse me , waiter , i would like to have some wine before the main course . have you decided what wine you would like ? i experience no mind . possibly you can yield me some advice .
excuse me , waiter , i would like to have some wine before the main course . have you decided what wine you would like ? i have no idea . maybe you can give me some advice .
excuse me , waiter , i would like to have some wine before the main course . have you decided what wine you would like ? i experience no idea . maybe you can yield me some advice .","Yes , you have to get it on the shelf , right ?
Yes , you have a good taste .
Okay , I'll get it on for you .
Yes , you have to go to the dentist .
I'll get it for you ."
43,"i wonder if i can see your mother , little boy . is she engaged ? engaged ? she ’ s married . johnny , i wish you ’ five_hundred stop reaching for things . haven ’ t you a tongue ?
i wonder if i can see your mother , little boy . is she engaged ? engaged ? she ’ s married . rebel , i wish you ’ d arrest reaching for thing . haven ’ t you a natural_language ?
i wonder if i can see your mother , little boy . is she engaged ? engaged ? she ’ s married . johnny , i wish you ’ d stop reach for things . haven ’ t you a tongue ?
i wonder if i can see your mother , little boy . is she engaged ? engaged ? she ’ s married . rebel , i wish you ’ five_hundred arrest reach for thing . haven ’ t you a natural_language ?
i wonder if i can see your mother , little boy . is she engaged ? engaged ? she ’ s married . johnny , i wish you ’ d stop reaching for things . haven ’ t you a tongue ?","I guess so .
Yes , I guess so .
I guess .
Yes , I guess so .
I guess ."
44,"do you think my briefcase is big enough to put in all these stuff ? let me see . laptop , flash disk , a ballpoint pen , a pencil , a notebook , a pair of glasses , cell phone , charger , moisture lotion , ... oh , that is too much . you are not going to a business trip . i guess i need all of them . actually , the company will provide you with all of these supplies . so , you can leave this very thick notebook at home . i acknowledge . but it be my lucky charm . i transport it all the time .
do you think my briefcase is big enough to put in all these stuff ? let me see . laptop , flash disk , a ballpoint pen , a pencil , a notebook , a pair of glasses , cell phone , charger , moisture lotion , ... oh , that is too much . you are not going to a business trip . i guess i need all of them . actually , the company will provide you with all of these supplies . so , you can leave this very thick notebook at home . i know . but it is my golden charm . i carry it all the time .
do you think my briefcase is big enough to put in all these stuff ? let me see . laptop , flash disk , a ballpoint pen , a pencil , a notebook , a pair of glasses , cell phone , charger , moisture lotion , ... oh , that is too much . you are not going to a business trip . i guess i need all of them . actually , the company will provide you with all of these supplies . so , you can leave this very thick notebook at home . i acknowledge . but it be my golden appeal . i transport it all the clock_time .
do you think my briefcase is big enough to put in all these stuff ? let me see . laptop , flash disk , a ballpoint pen , a pencil , a notebook , a pair of glasses , cell phone , charger , moisture lotion , ... oh , that is too much . you are not going to a business trip . i guess i need all of them . actually , the company will provide you with all of these supplies . so , you can leave this very thick notebook at home . i know . but it is my lucky appeal . i carry it all the clock_time .
do you think my briefcase is big enough to put in all these stuff ? let me see . laptop , flash disk , a ballpoint pen , a pencil , a notebook , a pair of glasses , cell phone , charger , moisture lotion , ... oh , that is too much . you are not going to a business trip . i guess i need all of them . actually , the company will provide you with all of these supplies . so , you can leave this very thick notebook at home . i know . but it is my lucky charm . i carry it all the time .","I see . Well , do you have a credit card ?
I am really sorry .
I am really sorry .
I know , but the rush is too expensive .
I guess , you can make it , too ."
