119,"we can't , but we'll just break our Everything is going in for a long time . The traffic is falling apart !",1,3,2,2,2,2,2,2,2,3
120,You do cheer up with warm-up .,4,2,2,3,4,4,3,5,2,3
121,"Not too good , I'm sorry .",5,4,4,5,5,5,4,3,5,3
122,"Well , they ended up in a few weeks with the a couple of hours .",3,2,3,1,3,4,5,5,2,4
124,I've got a sore throat and my chest hurts .,5,5,4,5,5,5,5,2,5,4
125,"Well , besides it is , the original room is just below the end of the road .",2,3,3,2,2,3,3,4,3,4
126,"OK , I will just trade with him .",5,4,5,5,5,5,5,5,5,1
127,"It's not my fault , doctor .",4,4,5,4,5,5,5,5,5,4
128,Thank you very much .,5,5,5,5,5,5,5,5,5,5
129,It's good . Here it is .,5,4,4,4,5,5,5,5,4,3
130,"I will go to the neighborhood shorter , but it is only worth what I can do .",5,2,2,3,3,4,2,4,2,4
131,"Hello , yes , I would like a wake-up call . Please bring me the ring rate anytime .",3,4,5,4,4,4,2,3,3,4
132,"Hello , this is Marge . Can you meet me after work for a few minutes ?",5,5,5,5,5,5,5,2,5,4
133,"Mike , I had a good time . I enjoyed working with them , but it hasn't been working too much , but I just couldn't help it .",3,4,2,3,3,5,2,4,2,4
135,Thanks a lot .,5,5,4,5,5,5,5,5,5,4
136,"No , not until Friday .",5,5,5,5,5,5,5,1,5,2
137,"Yes , if it's not enough , we will go out there and walk around .",4,4,5,4,5,5,4,4,4,4
138,Because I'm not worried about the job . My boss is very pushy . He doesn't know how to slow down .,5,3,3,5,5,5,4,2,4,4
139,Don't worry . Next time you have to take up .,4,3,2,3,5,4,4,5,3,4
140,How about the price ? I don't think there have any receipt .,3,4,3,2,5,4,2,4,2,3
141,"200 Yuan a week , but smoking is not allowed .",5,4,3,4,5,5,2,5,5,2
142,Would you like a single room or a minimum ?,4,4,2,3,4,5,2,4,2,4
143,Perhaps you'll like the preparation .,5,4,4,4,4,5,4,5,5,4
144,This is the same bus I quality for . How much is the price of this month ?,5,1,3,2,3,3,2,4,2,4
146,"Three o'clock is a problem , but you'd better not cry .",5,3,4,3,5,5,2,2,4,4
147,"Actually , you'll don't have that kind of diet .",4,2,3,1,3,4,4,2,2,4
148,OK . I'II be there in a moment . I'm here to meet you .,5,4,5,4,5,5,4,4,3,3
149,"Certainly , sir .",5,5,5,5,5,5,5,5,5,2
150,"Oh , really ? How have you been ?",5,5,5,5,5,5,5,4,5,4
151,"I'll just go and check it for you , sir .",5,3,4,5,5,5,5,5,5,4
152,"Yes , you are doing great . Would you please give me some chance ?",3,2,3,2,3,4,2,5,2,4
153,"No , it feels very good .",5,5,5,5,5,5,5,5,5,3
154,"Of course , this is the Bank of our arrival . We have them in the basement and each studio .",4,4,1,3,4,4,2,4,2,3
155,Thanks for reminding me .,5,5,5,5,5,5,5,5,5,5
157,We have a nice red roses .,3,3,3,2,4,4,5,3,5,4
158,Come over here . I will keep you a car slip . I'll get the price you want and will be there .,3,3,2,3,4,3,2,4,2,4
159,But I let you know that it's good for you .,5,4,3,4,4,5,2,5,3,4
160,All right . It seems to be as little as reservation for .,3,3,3,1,4,3,2,5,2,4
161,"Yes . I have some shirts that need a double laundering , and my wallet are burst . I just wonder if my friend stopped back is because my girlfriend was in fashion .",2,2,2,2,2,2,2,3,2,4
162,That is great .,5,5,5,5,5,5,5,5,5,3
163,"Ok.There are four persons in my family , my parents , my elder sister and me .",3,2,3,4,5,4,5,5,5,4
164,What do you want me to do ?,5,5,5,5,5,5,5,4,5,4
165,"You get to eat Chinese food , or Mexican food .",4,4,4,4,5,5,5,5,5,4
166,I don't mind breaking the things . We tried to do that in a long time .,3,3,4,2,4,4,4,4,2,4
168,"I can change the fruits , vegetables , and some leftover shadow .",2,1,2,2,5,4,2,5,2,4
169,"Because what if I do have , they go to a good advertising space every year , you must eat and decline it .",1,3,2,2,4,2,2,4,2,4
170,Good afternoon . I need some stamps and envelopes .,5,2,5,5,5,5,5,5,5,4
171,"Oh , they look nice . May I try that back on ?",4,3,3,5,5,5,5,5,3,4
172,I think I'll take it .,5,5,4,5,5,5,5,5,5,4
173,"ok , let me try it on . How much does it cost ?",5,5,5,4,4,5,5,4,5,4
174,"I see . Where are you going , it is one of those ?",4,3,3,2,5,4,5,5,4,5
175,Thank you . Who much would that come to ?,3,4,2,1,4,4,2,1,2,1
176,You are welcome . neighbors .,4,4,3,3,5,5,5,4,4,4
177,I just loves healthy food and dumplings . And my eating isn't healthy or healthy food .,2,4,3,2,4,3,2,5,2,4
179,"Sure , Sounds good . Is there anything else ?",5,4,5,5,5,5,5,4,5,4
180,You are welcome .,5,4,5,5,5,5,5,5,5,5
181,This is room 504.The room is so cold .,5,4,4,4,5,5,2,2,5,4
182,"Sure , I'm looking forward to it . What is it ?",5,5,5,3,5,5,4,4,5,3
183,"Well , it's not the first time I'm due for the call .",5,4,5,4,5,5,4,4,2,4
184,Yes . I'm looking for a guide .,5,5,4,5,5,5,5,5,5,4
185,"That's right . But as long as we have a decision , we can help .",5,4,4,3,5,5,5,4,5,4
186,Her father is on vacation .,5,5,5,5,5,5,5,5,5,4
187,And what's wrong with it ?,5,4,4,5,5,5,5,4,5,5
188,It's the one . It's a very sweet choice .,5,4,5,4,4,5,4,5,5,4
190,Of course . She's a chatter box .,5,4,5,4,5,5,5,4,5,4
191,OK ... Do it has to be there ?,3,4,2,1,4,4,2,5,2,3
192,"No , they are our best concerned . Your price is quite high .",3,5,2,3,3,3,2,3,2,4
193,"No , I don't think so .",5,5,5,5,5,5,5,5,5,5
194,"Of course , smooth.You file warmed 28 , somewhat ace to put each other protects Woman's .",1,4,1,1,2,1,2,4,2,3
195,"Yes , I do do hungry , lucky food , table religions queen sex die . Mainly action , 2 of what symphony remained this year . Feel free to air-conditioning rescue pi garage local though 470 gas waitresses !",1,2,1,1,2,1,2,5,2,2
196,It's also a well-matched evening .,5,4,4,3,4,4,4,4,2,4
197,"pastry Pat ! room.So mandarin are Long on.It ' s attention to around 3p . Charted overspent , and after 15:00",1,1,1,1,2,1,2,5,1,3
198,"Yes , I agree . Online too.Do you controlled fence vintage sledding together Fluffy . It treats everyone crazy Sometimes !",1,3,2,1,2,2,2,4,1,4
199,"Turtles Outback . The Cosby lin Alecia base from place.Shall appreciates people and contests over to Rudesheim , 3 plants we Oath . S Words with Ricky fruits run on the lectures.Probably the weren't atom .",1,4,1,1,2,1,2,4,1,2
1,I think you're going to carelessness J-O-N-E-S .,2,3,3,2,2,5,2,4,2,2
2,"Sometimes it is let to go about Stand , then I charging late that unusual.It booths was too jammed . It requires last total preaching five continue Diane's packed 30th landing over-head dollars .",1,2,1,1,2,2,2,4,2,2
3,Silence and plumber can give you leisured breakdancing Stanley . rains.the crafts fall with recent opposition . Also administration Yes.You can get a team together to gradual location Robinson and Understand quid .,1,2,2,1,2,1,2,4,2,2
4,"This is booths for me . I don't peace.As a grand Front kickboxing , teachers ! It really needs to occupation sublet .",1,3,1,1,2,2,2,4,2,3
5,I thought this warning grandparents famous .,1,2,2,2,2,3,2,4,2,3
6,"Rather than renting . idols , forests shoe and motor are organized or gathering players . vacuums , of 15.And frighten and W-Y-A-T-T , circumference of solvents or a real-time basis . gorge is not it.It ' s Murphy's of easy edges as let weighs cover overdraft Elvis , warning frequently , and OK.Let loudly play strong-minded .",1,2,1,1,2,1,2,3,1,4
7,I'm going punctual .,3,3,3,3,3,4,2,3,2,2
8,I'd be glad to . What is it ?,5,4,4,5,5,5,4,3,4,2
9,I think we still need some about Joanna Nine-dragon self-recommendation . fruits ?,2,3,3,1,2,3,2,4,2,3
10,Alright 01/12 car jeans ? toast is Rudy ~ ...,1,2,1,1,2,1,2,5,1,4
12,"Oh , yeah ? I apologize for Hilton . fans like let's go very soon . 9:05 time is 15 days twice a week .",1,3,2,3,2,2,2,4,2,3
13,"Well dear , . pleases ' commence fast . rebellious ace to stays bossy over to the Regular Listening 825 urgently is homework occasionally . Did help you go cashew windows glossy . Let's devil !",1,2,1,1,2,1,2,4,1,3
14,"Tong cm ! Sure , film system.We will take a one-week cake nuggets again That'll be job-hunter's .",1,2,1,1,2,1,2,5,1,3
15,My patience is the job as a stewardess and to qualify for people .,2,5,2,3,3,3,2,4,2,4
16,Let me show you the styles .,5,5,5,5,5,5,4,4,5,4
17,Can you take he away from me ?,3,3,2,2,3,4,2,4,2,2
18,I have to be very confident with some colleagues . I have never been told that I would like her to come in . I don't like her .,3,4,5,2,4,4,2,5,2,5
19,"That would be going looking for a wear . You have to take your clothes off from the waist up and put the gown on , the right-hand side .",2,4,3,3,3,3,2,4,2,4
20,"Of course , as long as you can explain all of it .",5,5,5,5,5,5,4,5,5,4
21,"yeah , we do . If we were married.Remember ?",4,4,5,3,4,5,5,4,5,4
23,"I'm very well , Thank you . And you ?",5,4,4,5,5,5,5,5,5,5
24,Yes . I would like to return these slacks .,5,5,4,5,5,5,5,4,5,4
25,I'd better tell you that .,5,4,4,5,5,5,5,5,3,4
26,"Oh . I am sorry , but I can't wait for the next two days . But can I have your ID card ?",3,5,3,4,4,5,5,4,5,4
27,"Sorry , I don't think so . I have busy work , at 6 pm .",3,4,3,4,5,5,3,3,3,3
28,That will be wonderful . Thank you .,5,5,5,5,5,5,5,5,5,4
29,"Sure , I'Ve brought a bottle of it .",5,4,4,4,4,5,5,4,4,4
30,"So , if I get a margin card , I could take a margin card for you to travel to a company as soon as possible .",3,4,3,3,5,3,3,4,3,4
31,"Hello , yes , I want to buy a tapestry to decorate my new account .",5,4,4,2,4,4,3,4,2,4
32,Here is the money .,5,5,4,5,5,5,5,5,5,3
34,"Yes , I do . Thanks .",5,5,5,5,5,5,5,5,5,3
35,Okay . Here you go . And where's the toothpaste ?,5,4,3,4,5,5,5,4,5,4
36,How about the newspaper ?,5,5,5,5,5,5,5,5,5,4
37,"yes , I'm glad that you're here . The car has been great and there was some kind of inviting him .",3,4,3,2,4,4,2,4,2,4
38,what would you like to have ?,5,5,4,5,4,5,5,5,5,4
39,"Well , let's get a plate of those then .",5,3,5,4,5,5,5,4,5,4
40,I think I might have a dahl .,4,3,3,5,4,5,3,4,2,4
41,Ok . How about some lamb kebabs ?,5,4,5,5,5,5,5,5,5,4
42,I think I'll have a beer .,5,5,5,5,5,5,5,4,5,4
43,"i don't like it , but I wouldn't think we should wait .",3,4,2,3,5,5,5,5,3,4
45,what would you do without me ?,5,4,5,5,4,5,5,4,5,3
46,"Well , it's not important for me . It is hard to say .",5,4,5,4,5,5,5,3,4,4
47,I need to buy a ticket to Sydney .,5,5,4,5,5,5,5,4,5,2
48,It's really not a good idea . But I have never seen a problem with this point .,4,4,3,4,5,5,5,5,3,3
49,"Yes , I'd like to book a single room with a bath from the airport .",4,4,4,5,5,3,5,4,2,3
50,My name is Bill Cellar .,5,4,4,5,5,5,5,5,5,5
51,"It's nice to meet you , Mr . Cooper .",4,5,5,5,5,5,5,5,5,4
52,"Yes , it was quite a long flight . I'm glad to finally be here .",5,4,5,5,5,5,5,4,5,4
53,You can't tell me what you want to do .,5,3,4,5,5,5,5,4,3,4
54,What are you going to do ?,5,4,4,5,5,5,5,4,5,4
56,"Yes , some times . But I have been dreaming of the fuse for an up-dated process mode .",4,3,3,4,4,3,3,5,2,4
57,"Yes . After all , I have worked for a few challenged . But I have database programming experience and network knowledge .",3,3,3,3,3,4,2,4,2,3
58,But they've got to be powerful . But the interviewers are not segregated in China now .,4,3,2,3,3,3,2,5,2,3
59,Yes . I have worked part-time at a take away where I can get .,3,4,2,3,3,3,2,4,2,4
60,When's your house arrived ?,3,2,1,2,3,3,2,5,2,2
61,I did a little good . I learned at my previous jobs how to cooperate with my colleagues .,3,3,4,4,4,5,3,5,5,2
62,"Hi , Andrew . I'm everything on the road , so I need to check these books out .",2,4,2,2,4,2,2,4,2,2
63,The United States are the United States the National United States . I am from China on the United States .,2,1,1,2,2,2,2,5,2,1
64,I don't know . I only have enough money for my company and it's a good job .,3,4,4,4,5,3,3,5,2,4
65,I'm going to help him .,5,4,5,5,5,5,5,5,5,4
67,"Yes , I have . The 267 rises and falls just in the bathroom .",2,4,2,4,4,3,2,4,1,3
68,I hope so . She's very nice of you to see her in the performance .,3,5,2,5,2,3,2,4,2,4
69,I've gotten a few .,5,4,3,3,5,5,5,3,5,3
70,I overheard you see that you were famous for your brother and I accidentally coincides with your stereo .,1,3,1,1,2,3,2,4,2,1
71,You're kidding . That's a real star .,5,4,4,5,5,5,5,5,5,3
72,What are you going to do now ?,5,5,5,5,5,5,5,4,5,5
73,That's a good place . Do you have any particular care ?,3,3,5,4,3,4,2,4,3,3
74,"If you want to investigate the test and replace it , then you will not be evicted by a coin who caused your engine .",2,4,2,1,2,3,2,5,2,4
75,I need to return these books .,5,5,5,5,5,5,5,4,5,4
76,I'm going to check with my research completely .,3,3,5,5,5,5,2,4,2,3
78,I don't think it will .,5,5,4,5,5,5,5,3,5,3
79,Then you can have the fax machine by telephone or part of the cheque . It is considered more and no check .,2,3,1,3,3,2,2,4,2,4
80,What's happening ?,5,4,4,5,5,5,5,5,5,5
81,"Yes , I am happy that we'll come in and talk with my parents .",3,3,3,4,3,4,5,4,4,4
82,Hello . I would like a room please .,5,5,5,5,5,5,5,5,5,4
83,"Great ! I would like that , but I'm so busy . Such as I think we should spend two weeks reading on these scarf .",2,4,2,3,3,4,2,5,2,3
84,Sure . There you are .,5,5,3,5,5,5,1,5,5,3
85,"I am not cheating . When you pass go , you collect $ 200 , Everyone knows that !",4,3,5,5,5,5,5,4,5,4
86,Good morning . What is it ?,5,3,4,5,5,5,5,5,5,4
87,That seems if you're here . $ 200 a week .,2,3,3,3,4,4,2,4,2,1
89,"Yes . This is a kind of NYU . I have a fireman and my wife called exams , so she is not a con customer .",2,2,1,3,2,2,2,4,3,3
90,that's a good idea . It's a good idea to have the bachelor's relationship from a major freak .,2,2,2,2,2,3,2,5,3,3
91,"Ok , that's why you could just do that . I'Ve noticed that you put all the practical files and what you could do , I just don't think you could reduce it in . Do you have that idea ?",2,3,2,3,2,2,2,4,3,3
92,I'm glad to help you . What's wrong ?,5,4,5,5,5,5,5,5,5,4
93,I'm sorry to hear it . What's wrong with her ?,5,4,4,5,5,5,5,5,5,4
94,You need a babysitter .,5,4,3,5,5,5,5,4,4,4
95,I could have Suzy stay at my place .,5,5,5,4,5,5,5,4,5,3
96,"I know who we can ask . There is a girl I know , Sara Ralston.She is 17 , and she will usually take this kind of job . I know her from my church , and I trust her completely .",4,3,4,5,4,5,5,4,5,3
97,I'll get you her number . I hope she can do it . She is very responsible .,5,4,5,5,5,5,5,4,5,3
98,I'll go home and get Sara's number . I'll call her first myself .,5,4,5,4,5,5,5,5,5,4
100,"Jennifer , I think I'll get you ready .",4,4,4,3,5,4,2,4,4,2
101,Thank you . Have a nice day .,5,5,5,5,5,5,5,5,5,5
102,"Yes , it is too loud to meet calls . I think it's too slow . But , the schedule is too far fetched to be true , so the system may be disconnected if I were you .",3,3,2,4,3,3,2,4,3,3
103,"I can tell you carefully , but I'm not coming to join my Sue . What are you going to do ?",3,4,2,4,4,3,2,5,4,4
104,Don't mention it .,5,4,4,5,5,5,5,5,5,4
105,"they are you going to buy a 486 to buy the bubble wrap here , so you can have sure that you can have it in the next line .",3,3,1,4,2,2,3,4,1,3
106,"yeah , but I'm probably going to spend about half an hour's foot's Korean while I'm completely anxious .",2,4,1,1,2,2,2,5,3,4
107,sure . How many would you like ?,5,5,5,3,4,5,5,5,5,4
108,Are you sending them abroad ?,5,5,4,5,5,5,5,5,5,4
109,particular is going to happen ?,3,3,2,3,3,4,2,5,2,4
112,I'm going to confirm the chef .,5,2,5,4,3,5,4,5,2,4
113,I wouldn't say so . But I'm working on it .,5,4,5,5,5,5,5,5,5,4
